synset	language	lemma	count
02582921-v	Slovene, Finnish, Spanish	buat	3
02621133-v	Portuguese, Finnish, Spanish	buat	3
02748759-v	Finnish	buat	1
00556855-v	Japanese	buat	1
00607000-v	Japanese	buat	1
00748972-v	Japanese	buat	1
00878876-v	Japanese	buat	1
02374764-v	Portuguese, Mandarin Chinese, Slovene, Japanese	buat	4
02564052-v	Japanese	buat	1
02744977-v	Japanese	buat	1
02745882-v	Japanese	buat	1
02410855-v	Mandarin Chinese	buat	1
02588280-v	Mandarin Chinese	buat	1
00120316-v	Portuguese	buat	1
00665476-v	Portuguese	buat	1
01438902-v	Portuguese	buat	1
01627355-v	Portuguese	buat	1
01628197-v	Portuguese	buat	1
01629000-v	Portuguese	buat	1
01642924-v	Portuguese, Slovene	buat	2
01649024-v	Portuguese	buat	1
01652139-v	Portuguese	buat	1
01685313-v	Portuguese	buat	1
01714208-v	Portuguese	buat	1
01719921-v	Portuguese	buat	1
01738774-v	Portuguese	buat	1
01739814-v	Portuguese	buat	1
01752884-v	Portuguese	buat	1
01754737-v	Portuguese, Spanish	buat	2
02367363-v	Portuguese, Spanish, Thai, Slovene	buat	4
02526085-v	Portuguese	buat	1
02560767-v	Portuguese, Spanish, Slovene	buat	3
02599636-v	Portuguese	buat	1
00887463-v	Slovene	buat	1
02028366-v	Slovene	buat	1
02349212-v	Slovene	buat	1
00107369-v	Spanish	buat	1
00120675-v	Spanish	buat	1
00184786-v	Spanish	buat	1
00730758-v	Spanish	buat	1
00770437-v	Spanish	buat	1
01617192-v	Spanish, Thai	buat	2
01646075-v	Spanish	buat	1
01653873-v	Spanish, Thai	buat	2
01663920-v	Spanish	buat	1
01733477-v	Spanish	buat	1
01753788-v	Spanish	buat	1
02562901-v	Spanish	buat	1
02598483-v	Spanish	buat	1
02373015-v	Thai	buat	1
02751271-v	Thai	buat	1
14854262-n	Japanese, Finnish, Thai, Portuguese, English	tinja	5
14855428-n	Finnish	tinja	1
14854581-n	Japanese	tinja	1
14853947-n	Portuguese, Slovene	tinja	2
14854847-n	Portuguese	tinja	1
09337406-n	Spanish	tinja	1
14650807-n	Slovene, Polish, Japanese, Greek, Finnish, Thai, Portuguese, English	astatin	8
14996843-n	Portuguese	astatin	1
06284898-n	Polish, Japanese, Finnish, Thai, Portuguese, Mandarin Chinese, English	konteks	7
14512817-n	Portuguese, Mandarin Chinese, Polish, English	konteks	4
03452449-n	Portuguese, Polish, English, Japanese	lumbung	4
08516767-n	Polish	lumbung	1
02793495-n	Portuguese	lumbung	1
04187547-n	Portuguese	lumbung	1
14654541-n	Slovene, Spanish, Polish, Finnish, Arabic, Portuguese, Mandarin Chinese, English	silikon	8
06835740-n	Finnish	silikon	1
13754008-n	Finnish	silikon	1
15040493-n	Portuguese	silikon	1
14859344-n	Slovene, Polish, Japanese, Finnish, Thai, Portuguese, Mandarin Chinese, English	pupuk	8
14863521-n	Slovene, Mandarin Chinese, Finnish, Japanese	pupuk	4
14854847-n	Mandarin Chinese	pupuk	1
01120448-n	Spanish	pupuk	1
07434473-n	Spanish	pupuk	1
13278375-n	Spanish	pupuk	1
00202284-n	Spanish, Greek, English	kelompok	3
11503644-n	Spanish, English	kelompok	2
11503968-n	English	kelompok	1
00955987-n	Spanish, Finnish, English	kelompok	3
14527171-n	English	kelompok	1
14526954-n	English	kelompok	1
08360672-n	Spanish, Finnish, English	kelompok	3
05213894-n	English	kelompok	1
04646372-n	Spanish, English	kelompok	2
04079933-n	Spanish, English	kelompok	2
01169317-n	Portuguese, Greek, Spanish, English	kelompok	4
02780121-n	Greek	kelompok	1
08403787-n	Greek	kelompok	1
00166172-n	Polish	kelompok	1
07436352-n	Polish	kelompok	1
00202816-n	Portuguese	kelompok	1
00960851-n	Spanish	kelompok	1
05030251-n	Spanish	kelompok	1
05031012-n	Spanish	kelompok	1
05032565-n	Spanish	kelompok	1
05032918-n	Spanish	kelompok	1
05033569-n	Spanish	kelompok	1
13962166-n	Spanish	kelompok	1
10129825-n	English	grup	1
10084295-n	English	grup	1
09992837-n	English	grup	1
10130686-n	English	grup	1
10130447-n	English	grup	1
07959943-n	English	gugus	1
02025009-v	English	gugus	1
01484392-v	English	gugus	1
07482521-n	Greek	gugus	1
08103777-n	Polish	gugus	1
08221348-n	Polish	gugus	1
00559690-a	Portuguese	gugus	1
07990956-n	Serbo-Croatian	gugus	1
07995453-n	Serbo-Croatian	gugus	1
07996149-n	Serbo-Croatian	gugus	1
08220620-n	Serbo-Croatian	gugus	1
07951464-n	Spanish	gugus	1
07961480-n	Spanish	gugus	1
09261960-n	Spanish	gugus	1
13774404-n	Spanish	gugus	1
14951229-n	Polish, Japanese, Greek, Finnish, Portuguese, English	metana	6
14948265-n	Portuguese	metana	1
09625401-n	English	taman	1
02988060-a	English	taman	1
01567862-a	English	taman	1
01105840-a	English	taman	1
01861776-s	English	taman	1
01038332-s	English	taman	1
02988402-a	English	taman	1
02988281-a	English	taman	1
08600992-n	Finnish, Thai, Japanese	taman	3
03963645-n	Portuguese	taman	1
08615374-n	Portuguese	taman	1
11222655-n	Portuguese	taman	1
07011803-n	English	cepat	1
06280604-n	English	cepat	1
01649999-v	English	cepat	1
00771961-v	English	cepat	1
00877848-v	English	cepat	1
01900630-s	English	cepat	1
01931676-s	Portuguese, English	cepat	2
00978754-s	Spanish, Finnish, English	cepat	3
00323873-s	Finnish	cepat	1
00840510-s	Portuguese, Finnish, Spanish	cepat	3
00976508-a	Portuguese, Finnish	cepat	2
00978199-s	Portuguese, Finnish	cepat	2
00979366-s	Portuguese, Finnish	cepat	2
00979697-s	Portuguese, Finnish	cepat	2
00979862-s	Portuguese, Finnish	cepat	2
00981818-a	Finnish	cepat	1
01270486-s	Finnish	cepat	1
01270868-s	Finnish	cepat	1
01334833-s	Finnish	cepat	1
01335903-s	Finnish	cepat	1
01562992-s	Finnish	cepat	1
02237502-s	Finnish	cepat	1
00032733-s	Portuguese	cepat	1
00085811-r	Portuguese	cepat	1
00105603-r	Portuguese	cepat	1
07344663-n	Portuguese	cepat	1
00033922-r	Spanish	cepat	1
09181114-n	Spanish	cepat	1
05914591-n	English	puasa	1
09437454-n	English	miring	1
04051549-n	English	miring	1
02719399-v	English	miring	1
02171322-v	English	miring	1
02063018-v	English	miring	1
02037090-v	English	miring	1
01772172-v	English	miring	1
00680841-v	English	miring	1
02062632-v	Portuguese	miring	1
05330244-n	English	kelenjar	1
02981329-a	English	kelenjar	1
02981115-a	English	kelenjar	1
05530296-n	Finnish, Japanese	kelenjar	2
02370360-n	Portuguese, Polish, English, Slovene	ambing	4
02370265-n	Slovene, Finnish	ambing	2
05554405-n	Mandarin Chinese, Thai	ambing	2
06090869-n	Polish, Greek, Finnish, Thai, Portuguese, English	fisika	6
06094587-n	Portuguese, Finnish, English	fisika	3
04025748-n	English	fisika	1
04998530-n	Finnish	fisika	1
05217168-n	Finnish	fisika	1
06080192-n	Japanese	fisika	1
06151693-n	Slovene	fisika	1
11231157-n	Portuguese, Greek, English	Petrus	3
05526713-n	English	Petrus	1
03727274-n	English	orisinal	1
05938400-n	English	orisinal	1
01012503-s	English	orisinal	1
01853039-s	English	orisinal	1
01686439-a	English	orisinal	1
00699207-s	English	orisinal	1
06662193-n	Portuguese, English, Serbo-Croatian	isolasionisme	3
01201773-n	Finnish	isolasionisme	1
01239717-n	Finnish	isolasionisme	1
04889337-n	Finnish	isolasionisme	1
09181889-n	Finnish	isolasionisme	1
13503673-n	Finnish	isolasionisme	1
13993356-n	Polish	isolasionisme	1
03022917-a	Spanish	isolasionisme	1
08256968-n	Slovene, Polish, Greek, Thai, Arabic, Portuguese	partai	6
08264897-n	Arabic	partai	1
01814385-a	Finnish, English	partai	2
02857407-a	Finnish, English	partai	2
02857587-a	Finnish, English	partai	2
08400452-n	Polish	partai	1
08978821-n	Polish	partai	1
00524388-s	Portuguese	partai	1
09984659-n	Slovene	partai	1
09985075-n	Slovene	partai	1
10078643-n	Slovene	partai	1
10402824-n	Slovene	partai	1
00266645-n	Portuguese, Finnish, English	ventilasi	3
04526520-n	Polish, Greek, Finnish, Portuguese, English	ventilasi	5
07144190-n	English	ventilasi	1
00831191-n	English	ventilasi	1
02686379-n	Finnish	ventilasi	1
13428159-n	Spanish	ventilasi	1
06413260-n	English	jendela	1
00128976-n	English	jendela	1
01101329-n	Portuguese	jendela	1
07247071-n	Portuguese	jendela	1
07248801-n	Portuguese	jendela	1
07250034-n	Portuguese	jendela	1
04587648-n	Spanish	jendela	1
04588365-n	Spanish	jendela	1
04588739-n	Spanish	jendela	1
04589745-n	Spanish	jendela	1
05936704-n	Portuguese, Finnish, Arabic, Japanese	gambaran	4
07201804-n	Arabic	gambaran	1
05928118-n	Slovene, English	gambaran	2
04677716-n	Slovene, Finnish, English, Japanese	gambaran	4
03931044-n	Portuguese, Finnish, English, Slovene	gambaran	4
05937524-n	English	gambaran	1
07105475-n	English	gambaran	1
10027246-n	English	gambaran	1
08000304-n	Portuguese, English	gambaran	2
04675777-n	Slovene, English	gambaran	2
03265874-n	Portuguese, Finnish, English, Slovene	gambaran	4
02151603-v	English	gambaran	1
01635432-v	English	gambaran	1
00900726-n	Finnish	gambaran	1
03391464-n	Finnish	gambaran	1
03876519-n	Finnish	gambaran	1
03925226-n	Portuguese, Greek, Finnish	gambaran	3
04723436-n	Finnish	gambaran	1
05766984-n	Finnish	gambaran	1
05934780-n	Finnish	gambaran	1
06277803-n	Finnish	gambaran	1
06277992-n	Finnish	gambaran	1
06614729-n	Finnish	gambaran	1
06999233-n	Finnish	gambaran	1
06999436-n	Finnish	gambaran	1
07003568-n	Finnish	gambaran	1
08372715-n	Finnish	gambaran	1
13937075-n	Slovene, Greek	gambaran	2
03186399-n	Portuguese	gambaran	1
03234306-n	Portuguese	gambaran	1
03561345-n	Portuguese	gambaran	1
04076846-n	Portuguese	gambaran	1
03668642-n	Slovene	gambaran	1
04144782-n	Slovene	gambaran	1
04679419-n	Slovene	gambaran	1
04744814-n	Slovene	gambaran	1
01207609-n	Slovene, Spanish, Polish, Japanese, Greek, Finnish, Thai, Portuguese, English	bantuan	9
09815790-n	English, Japanese	bantuan	2
05154908-n	Slovene, Spanish, Thai, Portuguese, English	bantuan	5
05149832-n	Slovene, Spanish, Japanese, Finnish, English	bantuan	5
02547586-v	English	bantuan	1
00082081-v	Spanish, English	bantuan	2
02735897-v	English	bantuan	1
02726164-v	English	bantuan	1
01181295-v	English	bantuan	1
02555434-v	English	bantuan	1
01193569-v	English	bantuan	1
00206998-v	English	bantuan	1
00654885-n	Spanish, Greek, Finnish	bantuan	3
01088168-n	Finnish	bantuan	1
01208460-n	Slovene, Finnish	bantuan	2
01209220-n	Portuguese, Finnish, Slovene	bantuan	3
01209487-n	Finnish	bantuan	1
10671898-n	Finnish	bantuan	1
13265904-n	Slovene, Spanish, Polish, Greek, Portuguese	bantuan	5
00093483-n	Japanese	bantuan	1
01215902-n	Spanish, Japanese	bantuan	2
01208291-n	Slovene	bantuan	1
01209576-n	Slovene	bantuan	1
01212519-n	Spanish	bantuan	1
13298011-n	Spanish	bantuan	1
01213886-n	Thai	bantuan	1
13846199-n	English	pertolongan	1
13597444-n	English	pertolongan	1
15265518-n	English	pertolongan	1
00723547-n	English	pertolongan	1
06700169-n	English	pertolongan	1
03350011-n	English	pertolongan	1
01010862-a	English	pertolongan	1
02202047-s	English	pertolongan	1
01009343-s	English	pertolongan	1
01009206-s	English	pertolongan	1
00228294-s	English	pertolongan	1
01016215-a	English	pertolongan	1
00102736-r	English	pertolongan	1
00103554-r	English	pertolongan	1
00506928-r	English	pertolongan	1
00254614-r	English	pertolongan	1
00656524-n	Finnish	pertolongan	1
03283221-n	Finnish	pertolongan	1
01209220-n	Portuguese, English	bantu	2
02548710-v	English	bantu	1
01207609-n	Portuguese, Mandarin Chinese	bantu	2
01208460-n	Mandarin Chinese	bantu	1
01209576-n	Mandarin Chinese	bantu	1
01212519-n	Mandarin Chinese	bantu	1
01226941-n	Mandarin Chinese	bantu	1
02240151-v	Mandarin Chinese	bantu	1
02414710-v	Mandarin Chinese	bantu	1
02453889-v	Mandarin Chinese	bantu	1
02547586-v	Mandarin Chinese	bantu	1
02555434-v	Mandarin Chinese	bantu	1
02663340-v	Mandarin Chinese	bantu	1
02735897-v	Mandarin Chinese	bantu	1
01207609-n	English	membantu	1
09815790-n	English	membantu	1
05154908-n	English	membantu	1
05149832-n	English	membantu	1
02547586-v	Slovene, Greek, Finnish, Portuguese, English	membantu	5
00082081-v	Slovene, Greek, Finnish, Portuguese, English	membantu	5
02735897-v	Portuguese, Finnish, English, Slovene	membantu	4
02726164-v	Slovene, English	membantu	2
01181295-v	Portuguese, English, Slovene	membantu	3
02555434-v	Slovene, English	membantu	2
01193569-v	Slovene, English	membantu	2
00206998-v	Portuguese, English, Slovene	membantu	3
02000133-v	Portuguese, Finnish	membantu	2
02290956-v	Slovene, Finnish	membantu	2
02548219-v	Finnish	membantu	1
02548422-v	Finnish	membantu	1
02548588-v	Slovene, Finnish	membantu	2
02548710-v	Slovene, Finnish	membantu	2
02551832-v	Finnish	membantu	1
02670398-v	Finnish	membantu	1
00518395-v	Greek	membantu	1
00692143-v	Greek	membantu	1
02414710-v	Portuguese, Slovene	membantu	2
02540670-v	Portuguese, Slovene	membantu	2
02549211-v	Portuguese, Slovene	membantu	2
02550868-v	Portuguese	membantu	1
02556126-v	Portuguese, Slovene	membantu	2
00064095-v	Slovene	membantu	1
00081725-v	Slovene	membantu	1
00082563-v	Slovene	membantu	1
00668099-v	Slovene	membantu	1
02290461-v	Slovene	membantu	1
02549048-v	Slovene	membantu	1
02554922-v	Slovene	membantu	1
02588677-v	Slovene	membantu	1
02670578-v	Slovene	membantu	1
01207609-n	English	menahan	1
09815790-n	English	menahan	1
05154908-n	English	menahan	1
05149832-n	English	menahan	1
02547586-v	English	menahan	1
00082081-v	English	menahan	1
02735897-v	English	menahan	1
02726164-v	English	menahan	1
01181295-v	English	menahan	1
02555434-v	English	menahan	1
01193569-v	English	menahan	1
00206998-v	English	menahan	1
05553288-n	Spanish, Greek, Finnish, English	payudara	4
05554405-n	Slovene, Polish, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English	payudara	8
07648408-n	Slovene, Polish, Finnish, English	payudara	4
01514431-n	Slovene, Finnish, English	payudara	3
02710244-v	English	payudara	1
02021149-v	English	payudara	1
01079172-v	English	payudara	1
05553486-n	Slovene, Finnish	payudara	2
05554653-n	Finnish	payudara	1
05919263-n	Finnish	payudara	1
07657547-n	Spanish, Finnish	payudara	2
07668073-n	Finnish	payudara	1
05552607-n	Portuguese, Greek, Polish	payudara	3
02876084-n	Slovene	payudara	1
05551494-n	Slovene	payudara	1
05552607-n	Slovene, Japanese, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English	dada	8
03014705-n	English	dada	1
05553288-n	Spanish, Greek, Finnish, Thai, Portuguese, English	dada	6
03015254-n	English	dada	1
05553618-n	Finnish	dada	1
05553768-n	Finnish, Japanese	dada	2
05554405-n	Portuguese, Greek, Mandarin Chinese, Thai	dada	4
02936714-n	Polish	dada	1
03144365-n	Polish	dada	1
03391464-n	Polish	dada	1
05553486-n	Portuguese, Thai	dada	2
07657547-n	Spanish	dada	1
01514431-n	Thai	dada	1
05551494-n	Thai	dada	1
07648408-n	Thai	dada	1
02742070-n	Portuguese, Polish, English, Japanese	senapan	4
03363749-n	Japanese	senapan	1
06211389-n	Finnish, Japanese	pandangan	2
06888944-n	Arabic	pemandangan	1
07360841-n	Arabic	pemandangan	1
08646787-n	Arabic	pemandangan	1
06208751-n	Slovene, English	pemandangan	2
05933246-n	Polish, Greek, Finnish, Portuguese, Mandarin Chinese, English	pemandangan	6
00881649-n	Slovene, Finnish, English	pemandangan	3
08560952-n	Slovene, English	pemandangan	2
05945642-n	Slovene, English	pemandangan	2
06782019-n	Slovene, English	pemandangan	2
05983463-n	English	pemandangan	1
04144782-n	English	pemandangan	1
05127782-n	Finnish, English	pemandangan	2
04674861-n	Slovene, Finnish, English	pemandangan	3
00690614-v	English	pemandangan	1
02130300-v	English	pemandangan	1
02150948-v	English	pemandangan	1
05710860-n	Finnish	pemandangan	1
06209101-n	Finnish	pemandangan	1
13937075-n	Finnish	pemandangan	1
14482968-n	Finnish	pemandangan	1
08646902-n	Polish	pemandangan	1
00877127-n	Slovene	pemandangan	1
00878648-n	Slovene	pemandangan	1
04679738-n	Slovene	pemandangan	1
05703307-n	Slovene	pemandangan	1
05820170-n	Slovene	pemandangan	1
05933054-n	Slovene	pemandangan	1
06210964-n	Slovene	pemandangan	1
10426749-n	Portuguese, Finnish, English, Thai	fotograf	4
10427223-n	Thai	fotograf	1
05625465-n	Portuguese, Finnish, English, Japanese	imajinasi	4
05767733-n	Portuguese, English	imajinasi	2
05633860-n	English	imajinasi	1
00755500-n	Finnish	imajinasi	1
05632272-n	Finnish, Japanese	imajinasi	2
05768415-n	Finnish	imajinasi	1
05768252-n	Japanese	imajinasi	1
05896059-n	Japanese	imajinasi	1
01636397-v	Mandarin Chinese	imajinasi	1
05769314-n	Polish	imajinasi	1
00488225-n	Arabic	kertas	1
06255613-n	Portuguese, Finnish, English, Arabic	kertas	4
14974264-n	Polish, Greek, Finnish, Thai, Arabic, Portuguese, English	kertas	7
06409752-n	English	kertas	1
06267145-n	English	kertas	1
06269956-n	English	kertas	1
08062970-n	English	kertas	1
03822171-n	English	kertas	1
01268457-v	English	kertas	1
01268112-v	English	kertas	1
02962545-n	Greek	kertas	1
06470073-n	Polish	kertas	1
00720565-n	Portuguese	kertas	1
05929008-n	Portuguese	kertas	1
06255777-n	Portuguese	kertas	1
15074962-n	Portuguese	kertas	1
15093938-n	Portuguese	kertas	1
03217458-n	Greek, Arabic	surat-surat	2
06255777-n	Arabic	surat-surat	1
06256229-n	Arabic	surat-surat	1
06269956-n	Portuguese, English, Arabic	surat-surat	3
13152742-n	Arabic	surat-surat	1
14974264-n	English	surat-surat	1
06409752-n	Finnish, English	surat-surat	2
06267145-n	English	surat-surat	1
06255613-n	English	surat-surat	1
08062970-n	English	surat-surat	1
03822171-n	English	surat-surat	1
01268457-v	English	surat-surat	1
01268112-v	English	surat-surat	1
06681551-n	Portuguese, Finnish, Spanish	surat-surat	3
06470073-n	Greek	surat-surat	1
00022903-n	Portuguese, Spanish, Polish	surat-surat	3
05960464-n	Polish	surat-surat	1
06268096-n	Portuguese, Spanish, Polish	surat-surat	3
06324475-n	Polish	surat-surat	1
06392935-n	Portuguese, Spanish, Polish	surat-surat	3
02745091-n	Portuguese	surat-surat	1
03076708-n	Portuguese, Spanish	surat-surat	2
03748886-n	Portuguese, Spanish	surat-surat	2
04550840-n	Portuguese	surat-surat	1
06324669-n	Portuguese, Spanish	surat-surat	2
06681177-n	Portuguese	surat-surat	1
06683784-n	Portuguese	surat-surat	1
03835412-n	Spanish	surat-surat	1
06269130-n	Spanish	surat-surat	1
06612649-n	Spanish	surat-surat	1
03217458-n	Arabic	karangan	1
06255777-n	Arabic	karangan	1
06256229-n	Arabic	karangan	1
06269956-n	Japanese, Thai, Arabic, Portuguese, Mandarin Chinese, English	karangan	6
13152742-n	Arabic	karangan	1
14974264-n	Spanish, English	karangan	2
06409752-n	English, Japanese	karangan	2
06267145-n	English	karangan	1
06255613-n	Spanish, English	karangan	2
08062970-n	English	karangan	1
03822171-n	English	karangan	1
01268457-v	English	karangan	1
01268112-v	English	karangan	1
01103614-n	Finnish	karangan	1
04073208-n	Finnish	karangan	1
06589574-n	Finnish	karangan	1
06747484-n	Finnish	karangan	1
06268096-n	Portuguese, Japanese	karangan	2
06409085-n	Mandarin Chinese, Japanese	karangan	2
06409562-n	Mandarin Chinese, Japanese	karangan	2
00022903-n	Portuguese	karangan	1
02745091-n	Portuguese	karangan	1
03076708-n	Portuguese	karangan	1
03748886-n	Portuguese	karangan	1
04550840-n	Portuguese	karangan	1
06324669-n	Portuguese	karangan	1
06392935-n	Portuguese	karangan	1
06681177-n	Portuguese	karangan	1
06681551-n	Portuguese	karangan	1
06683784-n	Portuguese	karangan	1
00720565-n	Spanish	karangan	1
05929008-n	Spanish	karangan	1
07010821-n	Spanish	karangan	1
14974264-n	English	menempeli	1
