synset	language	lemma	count	goodness labels
03320046-n	Slovene, Spanish, Greek, Finnish, English	kipas	5	O
10639925-n	English	kipas	1	L
10077593-n	English	kipas	1	X
01409763-v	English	kipas	1	L
00227805-v	English	kipas	1	L
01885580-v	English	kipas	1	Y
01460937-v	English	kipas	1	L
02855089-n	Greek, Finnish	kipas	2	None
03271574-n	Finnish, Thai, Japanese	kipas	3	None
04526964-n	Slovene, Finnish, Polish	kipas	3	None
04526964-n	Portuguese, Polish, English, Japanese	penggemar	4	None
02895606-n	English	penggemar	1	None
03271574-n	Portuguese	penggemar	1	None
03320046-n	Portuguese	penggemar	1	L
06143546-n	Slovene, Japanese, Greek, Finnish, Thai, English	antropologi	6	O
02907175-a	Thai	antropologi	1	O
07055401-n	English, Japanese	Flamenco	2	None
00533036-n	English, Japanese	Flamenco	2	None
02826589-n	Polish	nada	1	None
03187972-n	Polish	nada	1	None
03222516-n	Polish	nada	1	None
12036939-n	Polish	nada	1	None
00046522-n	Portuguese	nada	1	None
05655119-n	Portuguese	nada	1	None
07339329-n	Portuguese	nada	1	None
07409592-n	Portuguese	nada	1	None
04959230-n	Spanish	nada	1	L
04975122-n	Spanish	nada	1	None
04985198-n	Spanish	nada	1	O
04986147-n	Spanish	nada	1	O
04986883-n	Spanish	nada	1	O
05719605-n	Spanish	nada	1	L
05922450-n	Spanish	nada	1	L
06859056-n	Spanish	nada	1	L
06865345-n	Spanish	nada	1	X
07082573-n	Spanish	nada	1	Y
07131511-n	Spanish	nada	1	None
14544672-n	Spanish	nada	1	L
09270735-n	Slovene, Polish, Japanese, Finnish, Portuguese, English	gumuk	6	None
08596076-n	Slovene	gumuk	1	None
09421799-n	Slovene	gumuk	1	None
10421016-n	Polish, Japanese, Finnish, Thai, Portuguese, English	firaun	6	None
12937678-n	Slovene, Japanese, Greek, Finnish, Thai, Portuguese, English	wortel	7	O
12937388-n	Slovene, Japanese, Finnish, Portuguese, English	wortel	5	O
07730207-n	Slovene, Polish, Japanese, Finnish, Thai, Portuguese, English	wortel	7	O
01219722-n	Spanish, Finnish, English	wortel	3	None
12937130-n	Finnish, Japanese	wortel	2	O
10513823-n	Polish	wortel	1	None
07730320-n	Portuguese	wortel	1	None
00811248-s	Portuguese, English	cemas	2	None
02456157-s	Portuguese, Spanish, English	cemas	3	None
00073358-s	Finnish	cemas	1	None
00919155-s	Finnish	cemas	1	None
01843746-s	Finnish	cemas	1	None
02403206-a	Finnish	cemas	1	X
02405038-s	Finnish	cemas	1	None
02405326-a	Finnish	cemas	1	Y
02406370-s	Spanish, Finnish	cemas	2	None
02407041-s	Finnish	cemas	1	None
02407346-s	Finnish	cemas	1	None
00544231-s	Japanese	cemas	1	None
00085264-a	Spanish	cemas	1	None
00544860-s	Spanish	cemas	1	None
00822449-a	Spanish	cemas	1	None
00822907-s	Spanish	cemas	1	None
01515692-s	Spanish	cemas	1	None
01737503-s	Spanish	cemas	1	None
01742296-a	Spanish	cemas	1	None
02406166-s	Spanish	cemas	1	None
02457167-s	Spanish	cemas	1	None
09712696-n	Portuguese, Finnish, English	Melayu	3	Y
06938887-n	Portuguese, Finnish, English	Melayu	3	L
03083069-a	Portuguese, English	Melayu	2	O
06939051-n	Finnish	Melayu	1	None
00019339-r	Portuguese, Finnish, English, Japanese	selalu	4	O
00020476-r	Spanish, Japanese, Finnish, Portuguese, English	selalu	5	L
00020280-r	Spanish, Japanese, Finnish, Portuguese, English	selalu	5	L
00019757-r	Finnish, English	selalu	2	Y
00019609-r	Finnish, English	selalu	2	O
00332596-r	Finnish	selalu	1	None
00106921-r	Japanese	selalu	1	None
00088931-r	Portuguese	selalu	1	None
00227968-r	Portuguese	selalu	1	None
00226458-r	Thai	selalu	1	None
05926236-n	Spanish, Greek, Finnish, Arabic, Portuguese, English	kebijaksanaan	6	O
04890112-n	Spanish, Polish, Japanese, Greek, Finnish, Portuguese, English	kebijaksanaan	7	O
05617107-n	Spanish, Japanese, Greek, Portuguese, English	kebijaksanaan	5	O
05159948-n	Finnish, English	kebijaksanaan	2	O
06460524-n	English	kebijaksanaan	1	O
04890361-n	Finnish, Japanese	kebijaksanaan	2	None
04890546-n	Spanish, Finnish	kebijaksanaan	2	None
05160399-n	Finnish	kebijaksanaan	1	None
05614175-n	Finnish, Japanese	kebijaksanaan	2	None
05618056-n	Japanese	kebijaksanaan	1	L
05633860-n	Japanese	kebijaksanaan	1	None
05985999-n	Portuguese	kebijaksanaan	1	None
04723436-n	Thai	kebijaksanaan	1	None
05584928-n	Spanish, Polish, Japanese, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English	pergelangan	9	X
00796767-n	Greek	pergelangan	1	None
04612722-n	Greek	pergelangan	1	None
05271814-n	Greek	pergelangan	1	None
13134947-n	Greek	pergelangan	1	None
02802886-n	Portuguese	pergelangan	1	None
03145843-n	Portuguese	pergelangan	1	None
03520654-n	Portuguese	pergelangan	1	None
05565064-n	Portuguese	pergelangan	1	None
03219135-n	Spanish	pergelangan	1	None
09989045-n	Spanish	pergelangan	1	None
03053336-a	Thai	pergelangan	1	None
00220023-n	English	pembunuh	1	None
10162016-n	Finnish	pembunuh	1	None
10231087-n	Slovene, Finnish	pembunuh	2	Y
10338707-n	Portuguese, Slovene, Finnish, Japanese	pembunuh	4	O
00219012-n	Japanese	pembunuh	1	None
00220522-n	Japanese	pembunuh	1	O
07361576-n	Japanese	pembunuh	1	None
02582615-v	Finnish, English	bunuh	2	None
00887463-v	English	bunuh	1	None
02348568-v	English	bunuh	1	None
02349212-v	English	bunuh	1	None
02271137-v	English	bunuh	1	None
02375468-v	Finnish, English	bunuh	2	None
00010435-v	Finnish	bunuh	1	None
00012267-v	Finnish	bunuh	1	None
00486018-v	Finnish	bunuh	1	None
00745970-v	Finnish	bunuh	1	None
01619014-v	Finnish	bunuh	1	None
01621555-v	Finnish	bunuh	1	None
01640207-v	Finnish	bunuh	1	None
01640855-v	Finnish	bunuh	1	None
01641545-v	Finnish	bunuh	1	None
01648126-v	Finnish	bunuh	1	None
01649809-v	Finnish	bunuh	1	None
01664172-v	Finnish	bunuh	1	None
01712704-v	Finnish	bunuh	1	None
01750813-v	Finnish	bunuh	1	None
01752495-v	Finnish	bunuh	1	None
01755504-v	Finnish	bunuh	1	None
01755816-v	Finnish	bunuh	1	None
02355596-v	Finnish	bunuh	1	None
02488056-v	Finnish	bunuh	1	None
02560585-v	Finnish	bunuh	1	None
02582921-v	Finnish	bunuh	1	None
02621133-v	Finnish	bunuh	1	None
02748759-v	Finnish	bunuh	1	None
01324996-v	Spanish	bunuh	1	None
10368009-n	Slovene, Polish, Japanese, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English	biarawati	9	O
07266879-n	English, Japanese	biarawati	2	L
06838112-n	English	biarawati	1	L
10518602-n	Greek	biarawati	1	L
04116098-n	Portuguese, Finnish, English, Japanese	karet	4	None
03267696-n	English	karet	1	None
00843146-a	Portuguese, English	karet	2	None
01028163-s	Portuguese, English	karet	2	None
03267821-n	Finnish	karet	1	None
02735538-n	Polish	karet	1	L
04116512-n	Polish	karet	1	L
00843595-s	Portuguese	karet	1	None
03498316-n	Spanish	karet	1	None
04087899-n	Spanish	karet	1	None
04391569-n	Spanish	karet	1	None
04391838-n	Spanish	karet	1	None
08683986-n	Spanish	karet	1	None
04440749-n	Thai	karet	1	None
12926039-n	Thai	karet	1	None
14374432-n	Portuguese, English, Japanese	kecemasan	3	Y
07523905-n	Polish, Finnish, English, Japanese	kecemasan	4	O
07495236-n	Finnish	kecemasan	1	None
07526002-n	Finnish, Thai	kecemasan	2	None
07538674-n	Finnish	kecemasan	1	None
00543603-a	Japanese	kecemasan	1	None
00822449-a	Japanese	kecemasan	1	None
00822907-s	Japanese	kecemasan	1	None
02456157-s	Japanese	kecemasan	1	None
02457167-s	Japanese	kecemasan	1	None
05832264-n	Japanese	kecemasan	1	O
05832745-n	Japanese	kecemasan	1	None
07289014-n	Japanese	kecemasan	1	None
07505047-n	Japanese	kecemasan	1	None
07521674-n	Japanese	kecemasan	1	O
07524242-n	Japanese	kecemasan	1	X
07524529-n	Japanese	kecemasan	1	X
07518261-n	Polish	kecemasan	1	None
07494363-n	Portuguese	kecemasan	1	None
07496755-n	Portuguese	kecemasan	1	None
14449022-n	Portuguese	kecemasan	1	None
07504841-n	Thai	kecemasan	1	X
07505207-n	Thai	kecemasan	1	L
07524918-n	Thai	kecemasan	1	None
07525760-n	Thai	kecemasan	1	None
14374432-n	Portuguese, Spanish, English, Slovene	ansietas	4	None
07523905-n	Slovene, Spanish, Portuguese, English, Serbo-Croatian	ansietas	5	None
14380473-n	Finnish	ansietas	1	None
14380717-n	Finnish	ansietas	1	None
07519253-n	Polish	ansietas	1	None
07524242-n	Portuguese	ansietas	1	None
14360320-n	Slovene	ansietas	1	None
04624959-n	Spanish	ansietas	1	None
04904851-n	Spanish	ansietas	1	None
07511524-n	Spanish	ansietas	1	None
07504841-n	Thai	ansietas	1	None
07505207-n	Thai	ansietas	1	None
07524918-n	Thai	ansietas	1	None
07525760-n	Thai	ansietas	1	None
07526002-n	Thai	ansietas	1	None
04227144-n	English, Japanese	sketsa	2	None
07203016-n	English, Japanese	sketsa	2	None
06469694-n	English	sketsa	1	None
06780678-n	English	sketsa	1	O
01697628-v	English	sketsa	1	None
01006421-v	English	sketsa	1	L
00551508-n	Polish	sketsa	1	None
05218119-n	Slovene, Spanish, Japanese, Greek, Thai, Portuguese, English	mayat	7	Y
01758895-n	Finnish	mayat	1	None
01759009-n	Finnish	mayat	1	None
05217859-n	Slovene, Spanish, Japanese, Thai, Portuguese	mayat	5	Y
01758757-n	Portuguese, Slovene	mayat	2	O
05216365-n	Portuguese, Spanish	mayat	2	X
05217168-n	Spanish	mayat	1	None
05273684-n	Spanish	mayat	1	None
06394701-n	Spanish	mayat	1	None
07965085-n	Spanish	mayat	1	L
08190754-n	Spanish	mayat	1	None
08212527-n	Spanish	mayat	1	None
08436288-n	Spanish	mayat	1	L
09224911-n	Spanish	mayat	1	L
02912065-n	Greek, English	bufet	2	O
07576182-n	Spanish, Finnish, English, Japanese	bufet	4	O
04247736-n	English	bufet	1	None
01417705-v	English	bufet	1	None
01417578-v	English	bufet	1	None
10617024-n	English	ingus	1	None
05416048-n	Slovene, Spanish, Polish, Finnish, Thai, Portuguese, English	ingus	7	O
05416128-n	Finnish	ingus	1	None
05415395-n	Portuguese, Spanish	ingus	2	O
05415815-n	Portuguese	ingus	1	None
14265205-n	Slovene	ingus	1	None
08179689-n	English	terbuka	1	None
07965817-n	English	terbuka	1	None
01861205-a	English	terbuka	1	None
00493297-s	English	terbuka	1	None
08180190-n	Arabic, Japanese	khalayak	2	Y
08221897-n	Portuguese, Greek, Finnish, Arabic	khalayak	4	X
08222293-n	Greek, Finnish, Arabic	khalayak	3	L
08179689-n	Slovene, Japanese, Finnish, Thai, English	khalayak	5	X
07965817-n	Slovene, Greek, Finnish, Portuguese, English	khalayak	5	X
01861205-a	Portuguese, English	khalayak	2	Y
00493297-s	Portuguese, English	khalayak	2	None
08222966-n	Finnish	khalayak	1	None
07947255-n	Japanese	khalayak	1	None
08180484-n	Japanese	khalayak	1	None
07966140-n	Polish	khalayak	1	None
00720951-n	Arabic	deskripsi	1	None
04916342-n	Arabic	deskripsi	1	None
05840076-n	Portuguese, English, Arabic	deskripsi	3	L
05849040-n	Arabic	deskripsi	1	None
06724763-n	Spanish, Japanese, Greek, Finnish, Arabic, Portuguese, English	deskripsi	7	O
07201365-n	Spanish, Polish, Japanese, Greek, Arabic, Portuguese, English	deskripsi	7	O
00620554-n	Finnish	deskripsi	1	None
00903559-n	Finnish	deskripsi	1	None
03987079-n	Finnish	deskripsi	1	None
04076846-n	Finnish	deskripsi	1	None
04142549-n	Finnish	deskripsi	1	None
04535011-n	Finnish	deskripsi	1	None
05926676-n	Finnish	deskripsi	1	None
06742173-n	Finnish	deskripsi	1	None
07201804-n	Portuguese, Finnish, Thai, Spanish	deskripsi	4	None
07202391-n	Portuguese, Finnish, Spanish	deskripsi	3	None
07203016-n	Finnish	deskripsi	1	None
13783816-n	Finnish	deskripsi	1	None
06514093-n	Japanese	deskripsi	1	None
06722453-n	Portuguese	deskripsi	1	None
06657646-n	Spanish, Finnish, English, Arabic	langit-langit	4	O
02990373-n	Spanish, Polish, Japanese, Finnish, Thai, Portuguese, Mandarin Chinese, English	langit-langit	8	O
05132542-n	English	langit-langit	1	L
05132667-n	Portuguese, English, Japanese	langit-langit	3	O
00383071-n	Finnish	langit-langit	1	None
03546235-n	Finnish	langit-langit	1	None
03864542-n	Finnish	langit-langit	1	None
04105068-n	Portuguese, Finnish, Spanish	langit-langit	3	None
04105438-n	Spanish, Greek, Finnish	langit-langit	3	None
08663774-n	Spanish, Finnish	langit-langit	2	None
09416890-n	Finnish, Thai, Japanese	langit-langit	3	O
02990373-n	Finnish, English	plafon	2	None
05132542-n	English	plafon	1	None
06657646-n	Finnish, English	plafon	2	None
05132667-n	Polish, English	plafon	2	None
00383071-n	Finnish	plafon	1	None
03546235-n	Finnish	plafon	1	None
03864542-n	Finnish	plafon	1	None
04105068-n	Finnish	plafon	1	None
04105438-n	Finnish	plafon	1	None
08663774-n	Finnish	plafon	1	None
09416890-n	Finnish	plafon	1	None
05093890-n	Polish	plafon	1	None
02887578-a	Finnish, English	orientasi	2	None
02135389-a	Greek, Finnish, English	orientasi	3	None
02132735-s	Finnish, English	orientasi	2	None
02135692-s	Finnish	orientasi	1	None
05677744-n	Polish	orientasi	1	None
06208021-n	Portuguese, Spanish, Polish	orientasi	3	O
00815320-n	Portuguese	orientasi	1	None
01052372-n	Portuguese, Spanish	orientasi	2	L
13828075-n	Portuguese, Spanish	orientasi	2	Y
06200344-n	Spanish	orientasi	1	X
06786629-n	Spanish	orientasi	1	None
03214253-n	Slovene, Polish, Greek, Finnish, Thai, Arabic, English	parit	7	O
04478657-n	Finnish, Arabic	parit	2	L
09267758-n	Slovene, Finnish, English	parit	3	O
02228268-v	English	parit	1	None
02227362-v	English	parit	1	None
02224945-v	English	parit	1	None
01980920-v	English	parit	1	None
01562891-v	English	parit	1	None
01311896-v	English	parit	1	L
04478889-n	Greek, Finnish	parit	2	Y
03471473-n	Japanese	parit	1	X
03776050-n	Portuguese, Spanish, Thai, Slovene	parit	4	None
09393108-n	Portuguese, Spanish	parit	2	None
04560882-n	Spanish	parit	1	None
00220956-a	Spanish, Japanese, Greek, Finnish, Thai, Portuguese, English	odoh	7	None
01139067-s	English, Japanese	odoh	2	None
01133017-s	English	odoh	1	None
00193480-s	English	odoh	1	None
00169164-a	Finnish	odoh	1	None
00169432-s	Spanish, Finnish	odoh	2	None
00222147-s	Finnish	odoh	1	None
00222449-s	Finnish	odoh	1	None
00222543-s	Spanish, Finnish	odoh	2	None
01141242-s	Finnish	odoh	1	None
01667271-s	Finnish	odoh	1	None
01510444-s	Greek	odoh	1	None
01589650-s	Japanese	odoh	1	None
07289481-n	Slovene, Spanish, Finnish, Portuguese, English	mukjizat	5	L
07288801-n	Slovene, Spanish, Polish, Japanese, Finnish, Portuguese, English	mukjizat	7	O
05939244-n	Finnish	mukjizat	1	None
07289588-n	Portuguese, Finnish	mukjizat	2	None
07018313-n	Spanish	mukjizat	1	None
07477587-n	Thai	mukjizat	1	None
07289481-n	Portuguese, Finnish, English	keajaiban	3	O
07288801-n	Portuguese, Finnish, English	keajaiban	3	Y
05939244-n	Finnish	keajaiban	1	L
07289588-n	Portuguese, Finnish	keajaiban	2	O
00471613-n	Japanese, Greek, Thai, Portuguese, Mandarin Chinese, English	bisbol	6	O
02799071-n	Portuguese, Mandarin Chinese, English	bisbol	3	None
00476140-n	Japanese	bisbol	1	None
08400965-n	Portuguese, English, Slovene	keanggotaan	3	O
13931627-n	Slovene, Polish, Japanese, Finnish, Thai, Portuguese, English	keanggotaan	7	Y
01239064-n	Greek	keanggotaan	1	None
09543353-n	Slovene, Spanish, Polish, Thai, Portuguese, English	iblis	6	M
09542339-n	Slovene, Spanish, Polish, Japanese, Finnish, Portuguese, English	iblis	7	O
07125786-n	Slovene, English	iblis	2	L
10169419-n	Finnish, English	iblis	2	L
10329945-n	Slovene, Spanish, Japanese, Finnish, Portuguese, English	iblis	6	O
01787955-v	English	iblis	1	X
01665507-v	English	iblis	1	L
09542541-n	Finnish	iblis	1	None
10702483-n	Spanish	iblis	1	None
10819285-n	Thai	iblis	1	None
09222051-n	Finnish, English	cip	2	X
03020563-n	English, Japanese	cip	2	L
09243906-n	English	cip	1	L
07712559-n	English	cip	1	X
04692908-n	English	cip	1	L
03020416-n	English, Japanese	cip	2	O
03020034-n	Polish, Japanese, Finnish, Mandarin Chinese, English	cip	5	Y
00573530-n	English	cip	1	L
00377169-n	English	cip	1	L
01259691-v	English	cip	1	L
01259005-v	English	cip	1	L
01598140-v	English	cip	1	L
01260291-v	English	cip	1	L
01259458-v	English	cip	1	L
04184701-n	Finnish	cip	1	None
09442838-n	Finnish	cip	1	None
13298701-n	Japanese	cip	1	None
07710616-n	Portuguese, English	keripik	2	None
12897493-n	Portuguese, English	keripik	2	None
07712559-n	Finnish, Japanese	keripik	2	None
04289964-n	Portuguese	keripik	1	None
07711080-n	Thai	keripik	1	None
07711232-n	Thai	keripik	1	None
14906850-n	Polish, Japanese, Finnish, Portuguese, English	herbisida	5	O
14938578-n	Finnish	herbisida	1	None
03025755-n	Finnish, Thai, Portuguese, Mandarin Chinese, English	sumpit	5	None
01350994-n	Polish	sumpit	1	None
07647870-n	Polish	sumpit	1	None
12970560-n	Polish	sumpit	1	None
03541537-n	Japanese, Greek, Arabic, Portuguese, Mandarin Chinese, English	losmen	6	None
03541696-n	Japanese, Greek, Arabic, Portuguese, Mandarin Chinese, English	losmen	6	None
02857477-n	Mandarin Chinese	losmen	1	None
03224893-n	Thai	losmen	1	None
00003553-n	Arabic	setiap	1	None
00239908-r	English, Arabic	setiap	2	O
02269635-s	English	setiap	1	None
00494409-s	Japanese	setiap	1	None
13681048-n	Portuguese	setiap	1	None
06691989-n	Portuguese, Mandarin Chinese, English, Slovene	tepuk	4	None
00861929-v	Mandarin Chinese	tepuk	1	Y
06686736-n	Portuguese	tepuk	1	None
06691684-n	Portuguese	tepuk	1	None
04105068-n	Spanish, Finnish, English	atap	3	O
04105438-n	Spanish, Greek, Finnish, English	atap	4	O
09416890-n	Polish, Finnish, English	atap	3	L
06657646-n	Spanish, Finnish, English	atap	3	X
01233993-v	English	atap	1	L
00383071-n	Finnish	atap	1	None
02990373-n	Spanish, Finnish	atap	2	None
03546235-n	Finnish	atap	1	None
03864542-n	Finnish	atap	1	None
08663774-n	Spanish, Finnish	atap	2	None
05627785-n	Portuguese	atap	1	None
08521267-n	Portuguese	atap	1	None
08565506-n	Portuguese	atap	1	None
09436708-n	Portuguese, Slovene	atap	2	None
05309725-n	Slovene	atap	1	None
09224566-n	Slovene	atap	1	None
05159725-n	English	Jumat	1	None
04849241-n	English	Jumat	1	None
05142180-n	English	Jumat	1	None
03076708-n	English	Jumat	1	None
01123148-a	English	Jumat	1	None
00106020-s	English	Jumat	1	None
01129977-a	English	Jumat	1	None
01983162-s	English	Jumat	1	None
00064787-s	English	Jumat	1	None
01586752-s	English	Jumat	1	None
02036934-s	English	Jumat	1	None
02226162-s	English	Jumat	1	None
00523364-s	English	Jumat	1	None
00452883-s	English	Jumat	1	None
02273643-s	English	Jumat	1	None
01661289-s	English	Jumat	1	None
01048762-s	English	Jumat	1	None
00832784-s	English	Jumat	1	None
01808329-s	English	Jumat	1	None
01333477-s	English	Jumat	1	None
01171213-s	English	Jumat	1	None
01166413-s	English	Jumat	1	None
01116026-s	English	Jumat	1	None
01068306-s	English	Jumat	1	None
00775611-s	English	Jumat	1	None
00011093-r	English	Jumat	1	None
00057388-r	English	Jumat	1	None
15191827-n	Finnish, Japanese	Jumat	2	None
01386883-s	Polish	Jumat	1	None
15164463-n	Portuguese, Spanish	Jumat	2	O
01926379-n	Slovene	Jumat	1	None
15136453-n	Portuguese, Greek, Arabic	Minggu	3	None
15155220-n	Portuguese, Spanish, Arabic	Minggu	3	None
15157041-n	Portuguese, Spanish, Arabic	Minggu	3	None
15157225-n	Portuguese, Greek, Spanish, Arabic	Minggu	4	None
15159583-n	Portuguese, Arabic	Minggu	2	None
15208540-n	Portuguese, Greek, Spanish, Arabic	Minggu	4	None
15249236-n	Arabic	Minggu	1	None
13994148-n	English	Minggu	1	None
07474006-n	English	Minggu	1	None
09106770-n	English	Minggu	1	None
14484516-n	Greek	Minggu	1	None
15123115-n	Portuguese, Greek, Spanish	Minggu	3	None
