synset	language	lemma	count	goodness labels
04451818-n	Portuguese	instrumen	1	None
06471345-n	Portuguese	instrumen	1	None
05982152-n	English	bidik	1	None
05981230-n	English	bidik	1	None
00815644-n	English	bidik	1	None
08680888-n	English	bidik	1	None
01151110-v	Japanese, Finnish, Thai, Portuguese, English	bidik	5	None
00708980-v	English	bidik	1	None
01026975-v	English, Japanese	bidik	2	None
00713015-v	Finnish, English	bidik	2	None
01150559-v	Finnish, English	bidik	2	None
00955472-v	English, Japanese	bidik	2	None
00705517-v	English	bidik	1	None
01153007-v	Finnish	bidik	1	None
02199307-v	Portuguese, Finnish, Thai	bidik	3	None
00705227-v	Japanese	bidik	1	None
01072807-v	Japanese	bidik	1	None
02130524-v	Portuguese	bidik	1	None
02131777-v	Portuguese	bidik	1	None
02133185-v	Portuguese	bidik	1	None
02167052-v	Portuguese	bidik	1	None
02455407-v	Portuguese	bidik	1	None
00261957-v	Spanish	bidik	1	None
00877848-v	Spanish	bidik	1	None
00923793-v	Spanish	bidik	1	None
01014186-v	Spanish	bidik	1	None
01020005-v	Spanish	bidik	1	None
01020356-v	Spanish	bidik	1	None
01020934-v	Spanish	bidik	1	None
01058574-v	Spanish	bidik	1	None
01151627-v	Spanish	bidik	1	None
01151753-v	Spanish, Thai	bidik	2	None
01152214-v	Spanish	bidik	1	None
01928154-v	Spanish	bidik	1	None
02471327-v	Spanish	bidik	1	None
07386614-n	Portuguese, Finnish, English	meong	3	L
01052782-v	English	meong	1	L
09770472-n	Portuguese, English, Arabic, Thai	administratur	4	None
09770949-n	Polish, Greek, Thai, Arabic, Portuguese, English	administratur	6	None
10014939-n	Portuguese, Arabic	administratur	2	None
10468750-n	Arabic	administratur	1	None
09770743-n	Portuguese, English	administratur	2	None
09880427-n	Finnish	administratur	1	None
09943811-n	Finnish	administratur	1	None
10133644-n	Finnish	administratur	1	None
10086074-n	Slovene	administratur	1	None
09916348-n	Thai	administratur	1	None
10069645-n	Thai	administratur	1	None
10486468-n	Thai	administratur	1	None
01123095-n	Slovene, Spanish, Polish, Greek, Finnish, Portuguese, English	migrasi	7	Y
07966421-n	Polish, English	migrasi	2	L
07312829-n	Slovene, English	migrasi	2	L
07312616-n	Slovene, Spanish, Polish, Portuguese, English	migrasi	5	L
00086809-n	Finnish	migrasi	1	None
00168658-n	Finnish	migrasi	1	X
00168911-n	Finnish	migrasi	1	None
00056087-n	Greek	migrasi	1	L
00056311-n	Greek, Japanese	migrasi	2	O
00310516-n	Spanish	migrasi	1	None
00413432-v	Thai	migrasi	1	None
01856626-v	Thai	migrasi	1	L
01857093-v	Thai	migrasi	1	L
02014024-v	Thai	migrasi	1	None
09786585-n	Portuguese, Polish, English, Thai	amatir	4	O
09786760-n	Polish, Greek, Thai, Portuguese, English	amatir	5	O
01869634-s	English, Thai	amatir	2	None
01870636-s	English	amatir	1	None
09987696-n	Finnish	amatir	1	None
10179069-n	Finnish	amatir	1	None
10078131-n	Portuguese, Polish	amatir	2	None
10689784-n	Polish	amatir	1	None
13874927-n	English, Thai	akor	2	None
06869951-n	Polish, Thai, Portuguese, Mandarin Chinese, English	akor	5	None
01727354-v	English	akor	1	None
00482180-v	English	akor	1	None
04987169-n	Finnish	akor	1	None
13602401-n	Thai	akor	1	None
08305942-n	Slovene, Japanese, Greek, Portuguese, English	sekutu	5	O
09785042-n	Slovene, Finnish, Thai, Portuguese, English	sekutu	5	Y
02430191-v	English	sekutu	1	L
00731955-s	Portuguese	sekutu	1	None
02476485-s	Portuguese	sekutu	1	None
14403107-n	Spanish, English	agitasi	2	O
13979503-n	Portuguese, Spanish, English	agitasi	3	O
07513508-n	Spanish, English	agitasi	2	L
00554300-n	Spanish, English	agitasi	2	Y
00333366-n	Portuguese, Spanish, English	agitasi	3	O
00333829-n	Greek	agitasi	1	None
00553823-n	Greek	agitasi	1	None
05683582-n	Greek	agitasi	1	None
00347652-n	Portuguese	agitasi	1	None
00555138-n	Spanish	agitasi	1	None
04625284-n	Spanish	agitasi	1	None
04904851-n	Spanish	agitasi	1	None
04904996-n	Spanish	agitasi	1	None
07439284-n	Spanish	agitasi	1	None
07514345-n	Spanish	agitasi	1	None
07522043-n	Spanish	agitasi	1	None
13977366-n	Spanish	agitasi	1	None
13978166-n	Spanish	agitasi	1	None
04746842-n	English	bandingkan	1	None
00652900-v	Slovene, Japanese, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English	bandingkan	8	None
02729632-v	Portuguese, English, Slovene	bandingkan	3	None
00653620-v	Slovene, Greek, Finnish, Thai, English	bandingkan	5	None
00982779-v	English	bandingkan	1	None
00653283-v	Finnish	bandingkan	1	None
00661213-v	Slovene, Japanese	bandingkan	2	None
01072262-v	Japanese	bandingkan	1	None
00661713-v	Slovene	bandingkan	1	None
01385759-v	Slovene	bandingkan	1	None
02665282-v	Slovene	bandingkan	1	None
00135285-v	Thai	bandingkan	1	None
02729819-v	Thai	bandingkan	1	None
10627082-n	Portuguese, Greek, Finnish, English	insan	4	None
00007846-n	English	insan	1	Y
07480790-n	English	insan	1	None
00933154-n	Finnish, English	insan	2	None
07061968-n	English	insan	1	None
04620558-n	Greek, Finnish	insan	2	None
04632157-n	Portuguese	insan	1	None
09545324-n	Portuguese	insan	1	None
09545976-n	Portuguese	insan	1	None
10636598-n	Portuguese	insan	1	None
05436752-n	Japanese, Greek, Finnish, Arabic, Mandarin Chinese, English	gen	6	Y
05119223-n	Portuguese, Finnish, English, Spanish	kemewahan	4	L
05146471-n	Portuguese, Finnish, English, Spanish	kemewahan	4	O
14492373-n	Spanish, Greek, Finnish, Portuguese, Mandarin Chinese, English	kemewahan	6	O
00743641-n	Greek, Finnish	kemewahan	2	None
01071921-n	Finnish	kemewahan	1	None
05115804-n	Spanish	kemewahan	1	O
07086518-n	Slovene, Polish, Japanese, Finnish, Thai, Portuguese, English	ritme	7	None
04768028-n	Slovene, Polish, Japanese, Finnish, Portuguese, English	ritme	6	None
15287830-n	Finnish, English, Japanese	ritme	3	None
07086323-n	Portuguese, Finnish, English, Slovene	ritme	4	None
00853145-n	English	ritme	1	None
04992008-n	Finnish	ritme	1	None
05058893-n	Finnish, Thai	ritme	2	None
07094093-n	Finnish	ritme	1	None
05058140-n	Greek	ritme	1	None
05058580-n	Portuguese, Greek, Slovene	ritme	3	None
15286249-n	Portuguese, Greek	ritme	2	None
04991738-n	Japanese	ritme	1	None
15280497-n	Portuguese	ritme	1	None
15283097-n	Portuguese	ritme	1	None
00644503-n	English	mempelajari	1	L
05755883-n	English	mempelajari	1	L
07218470-n	English	mempelajari	1	X
05705355-n	English	mempelajari	1	L
04345028-n	English	mempelajari	1	X
05996646-n	English	mempelajari	1	X
04227144-n	English	mempelajari	1	L
05784242-n	English	mempelajari	1	L
10666464-n	English	mempelajari	1	L
07048627-n	English	mempelajari	1	L
00644583-v	Spanish, Finnish, English	mempelajari	3	O
00607405-v	Portuguese, Spanish, English	mempelajari	3	O
02166460-v	Spanish, Finnish, English	mempelajari	3	O
00599992-v	Portuguese, English	mempelajari	2	O
00607114-v	Portuguese, Spanish, English	mempelajari	3	Y
00704388-v	English	mempelajari	1	O
00645241-v	Finnish	mempelajari	1	None
00645939-v	Finnish	mempelajari	1	None
00646271-v	Finnish	mempelajari	1	None
00646542-v	Finnish	mempelajari	1	None
00648224-v	Finnish	mempelajari	1	None
00649481-v	Finnish	mempelajari	1	None
00661824-v	Finnish	mempelajari	1	None
00697062-v	Finnish	mempelajari	1	None
00697419-v	Finnish	mempelajari	1	None
00785962-v	Finnish	mempelajari	1	None
00786458-v	Finnish	mempelajari	1	None
00788564-v	Finnish	mempelajari	1	None
00789138-v	Finnish	mempelajari	1	None
00809071-v	Finnish	mempelajari	1	None
00877327-v	Spanish, Finnish	mempelajari	2	None
01317723-v	Finnish	mempelajari	1	None
01460594-v	Finnish	mempelajari	1	None
02131279-v	Finnish	mempelajari	1	None
02150328-v	Finnish	mempelajari	1	None
02165543-v	Finnish	mempelajari	1	None
02166117-v	Finnish	mempelajari	1	None
02198602-v	Finnish	mempelajari	1	None
02400378-v	Finnish	mempelajari	1	None
02500902-v	Finnish	mempelajari	1	None
02531625-v	Finnish	mempelajari	1	None
02533109-v	Finnish	mempelajari	1	None
00597915-v	Portuguese	mempelajari	1	O
00231567-n	Greek	kasasi	1	None
00232386-n	Greek	kasasi	1	None
00232863-n	Greek	kasasi	1	None
07207142-n	Greek	kasasi	1	None
01258852-n	Polish	kasasi	1	None
02703275-n	Slovene, Polish, Japanese, Greek, Finnish, Portuguese, English	amunisi	7	O
14585808-n	English	amunisi	1	O
06484696-n	English	amunisi	1	None
15016314-n	Japanese	amunisi	1	None
03799610-n	Portuguese	amunisi	1	None
04566257-n	Portuguese	amunisi	1	None
02904505-n	Thai	amunisi	1	None
01015996-n	Greek, Finnish, English, Polish	numismatika	4	None
13295657-n	Polish, Japanese, Finnish, Thai, Portuguese, Mandarin Chinese, English	sewa	7	O
09410928-n	English	sewa	1	L
13296270-n	English, Thai	sewa	2	O
00391407-n	English	sewa	1	L
02460199-v	English	sewa	1	L
02208903-v	English	sewa	1	Y
02208537-v	English	sewa	1	O
02460619-v	English	sewa	1	O
01573276-v	English	sewa	1	L
03631177-n	Portuguese	sewa	1	None
13255145-n	Portuguese	sewa	1	None
13260190-n	Portuguese	sewa	1	None
13261380-n	Portuguese, Spanish	sewa	2	None
13261597-n	Portuguese, Spanish	sewa	2	None
06548671-n	Spanish	sewa	1	None
13296194-n	Thai	sewa	1	None
05218119-n	Japanese, Greek, Finnish, Portuguese, English	kadaver	5	None
05217859-n	Portuguese, Finnish, Japanese	kadaver	3	None
01758757-n	Portuguese	kadaver	1	None
05216365-n	Portuguese	kadaver	1	None
10474645-n	Thai	kadaver	1	None
03935450-n	Portuguese, Finnish, Thai, Arabic	tombak	4	O
04271148-n	Portuguese, Finnish, English, Arabic	tombak	4	O
04270891-n	Slovene, Japanese, Greek, Finnish, Thai, Portuguese, English	tombak	7	Y
01444887-v	English	tombak	1	L
02714200-v	English	tombak	1	L
02749670-n	Finnish	tombak	1	None
03594148-n	Portuguese, Finnish, Slovene	tombak	3	O
04182322-n	Finnish	tombak	1	None
03637618-n	Portuguese	tombak	1	L
09827683-n	Portuguese, Arabic, Japanese	(anak)	3	None
09917593-n	Spanish, Arabic	(anak)	2	None
09918554-n	Spanish, Arabic, Japanese	(anak)	3	None
10714465-n	Polish, Finnish, English	(anak)	3	None
01322221-n	Japanese	(anak)	1	None
09871229-n	Spanish	(anak)	1	None
10285313-n	Spanish	(anak)	1	None
09874618-n	Slovene, Spanish, Japanese, Finnish, Thai, Portuguese, English	pengantin	7	None
10864204-n	English	pengantin	1	None
09874725-n	Slovene, Spanish, Japanese, Finnish, Thai, Portuguese, Mandarin Chinese, English	pengantin	8	None
10085970-n	Finnish	pengantin	1	None
08686979-n	Polish	pengantin	1	None
09752927-n	Polish	pengantin	1	None
10130686-n	Spanish, Polish	pengantin	2	None
10282482-n	Polish	pengantin	1	None
10598181-n	Polish	pengantin	1	None
10130877-n	Spanish	pengantin	1	None
10112129-n	Slovene, Spanish, Polish, Finnish, Thai, Portuguese, Mandarin Chinese, English	rahib	8	X
11185500-n	Portuguese, English	rahib	2	O
07639069-n	Finnish	rahib	1	None
07639188-n	Finnish	rahib	1	None
10111903-n	Slovene, Greek, Finnish	rahib	3	None
10471250-n	Thai, Japanese	rahib	2	L
10624074-n	Japanese	rahib	1	None
10519291-n	Slovene	rahib	1	None
10760199-n	Slovene	rahib	1	None
10470779-n	Thai	rahib	1	O
10055847-n	Slovene, Polish, Finnish, Thai, Arabic, Portuguese, English	musuh	7	Y
08190482-n	Slovene, Spanish, Polish, Portuguese, English	musuh	5	O
07946851-n	Slovene, Spanish, Greek, Thai, Portuguese, English	musuh	6	Y
10098710-n	Slovene, Spanish, Polish, Finnish, Thai, Portuguese, English	musuh	7	O
08397675-n	Finnish	musuh	1	None
10785869-n	Polish	musuh	1	None
09773245-n	Portuguese	musuh	1	Y
10533013-n	Portuguese	musuh	1	L
00796315-n	Portuguese, English, Japanese	petualangan	3	Y
02544348-v	English	petualangan	1	None
02545272-v	English	petualangan	1	None
07283608-n	Finnish	petualangan	1	None
07284554-n	Finnish	petualangan	1	None
07300960-n	Finnish	petualangan	1	None
07316999-n	Finnish	petualangan	1	None
07479525-n	Finnish	petualangan	1	None
11418138-n	Finnish	petualangan	1	None
11519799-n	Finnish	petualangan	1	None
00802238-n	Japanese	petualangan	1	None
00802629-n	Japanese	petualangan	1	None
01117164-n	Portuguese, Japanese	petualangan	2	None
00029378-n	Polish	petualangan	1	None
07301336-n	Polish	petualangan	1	None
08374049-n	Slovene, Spanish, Japanese, Greek, Thai, Mandarin Chinese, English	koloni	7	Y
07995856-n	Slovene, Polish, English, Spanish	koloni	4	L
09048460-n	Spanish, English, Thai, Japanese	koloni	4	O
08514233-n	Slovene, English	koloni	2	O
08499840-n	Slovene, Spanish, Polish, Japanese, Finnish, Portuguese, Mandarin Chinese, English	koloni	8	Y
07996010-n	Slovene, English, Japanese	koloni	3	O
08631531-n	Finnish	koloni	1	None
08772307-n	Portuguese, Polish	koloni	2	None
03071021-n	Spanish	koloni	1	None
03214253-n	Slovene, Finnish, Thai, Arabic	palung	4	None
04478657-n	Finnish, English, Arabic	palung	3	None
09461315-n	English	palung	1	None
04478889-n	Spanish, Finnish, English	palung	3	None
02569790-v	English	palung	1	None
01606423-v	English	palung	1	None
01556037-v	English	palung	1	None
01497458-v	English	palung	1	None
01311896-v	English	palung	1	None
01311722-v	English	palung	1	None
09267758-n	Slovene, Finnish	palung	2	None
03776050-n	Portuguese, Thai, Slovene	palung	3	None
09393108-n	Portuguese	palung	1	None
03686130-n	Slovene, Polish, Japanese, Greek, Finnish, Thai, Portuguese, English	loteng	8	Y
06977610-n	Portuguese, English	loteng	2	L
05539454-n	English	loteng	1	L
02755823-n	English	loteng	1	O
03017286-a	English	loteng	1	L
03912821-n	Greek	loteng	1	None
03686470-n	Portuguese	loteng	1	L
09791816-n	Portuguese, Polish, Finnish, English	anarkis	4	M
02621348-a	Portuguese	anarkis	1	None
04456115-n	Slovene, Polish, Japanese, Finnish, Portuguese, Mandarin Chinese, English	obor	7	O
12889713-n	English	obor	1	L
03359137-n	English	obor	1	X
02855390-n	English	obor	1	L
00379280-v	English	obor	1	L
03356446-n	Slovene, Japanese, Greek, Finnish, Portuguese	obor	5	None
14537054-n	Slovene, Polish, Japanese, Finnish, Portuguese, English	kekeringan	6	O
15244505-n	Portuguese, English, Slovene	kekeringan	3	None
05148186-n	Finnish	kekeringan	1	L
14536438-n	Greek, Finnish	kekeringan	2	O
14537250-n	Slovene, Finnish	kekeringan	2	O
02948557-n	Slovene, Spanish, Polish, Japanese, Finnish, Portuguese, English	kandil	7	O
02947818-n	Portuguese, Slovene, Japanese	kandil	3	Y
05437785-n	Portuguese, Polish, Finnish, English	alel	4	O
09796323-n	Portuguese, Finnish, English, Japanese	antropolog	4	None
10065758-n	Japanese	antropolog	1	None
13961642-n	Portuguese, English	animasi	2	O
05005809-n	Portuguese, English, Slovene	animasi	3	L
04631700-n	Portuguese, English	animasi	2	L
01048466-n	Slovene, English	animasi	2	L
00908405-n	Slovene, Spanish, Polish, Portuguese, English	animasi	5	O
00552436-n	Portuguese, English	animasi	2	L
00900375-n	Greek	animasi	1	None
03777283-n	Greek	animasi	1	None
13783816-n	Greek	animasi	1	None
04632963-n	Spanish	animasi	1	None
04633959-n	Spanish	animasi	1	None
04634540-n	Spanish	animasi	1	None
04635482-n	Spanish	animasi	1	None
04649835-n	Spanish	animasi	1	None
10171755-n	Slovene, Polish, Japanese, Finnish, Portuguese, English	bida'ah	6	None
10171953-n	Slovene, English, Japanese	bida'ah	3	None
01691474-s	Greek, Finnish	bida'ah	2	None
09958133-n	Greek	bida'ah	1	None
09793248-n	English	kuno	1	L
09793141-n	English	kuno	1	L
01728614-s	Spanish, Greek, English, Thai	kuno	4	None
01644847-s	Greek, Finnish, English	kuno	3	None
01025397-s	Finnish	kuno	1	None
01638962-s	Spanish, Finnish	kuno	2	None
01639891-s	Finnish	kuno	1	None
01639973-s	Finnish	kuno	1	None
00005210-r	Mandarin Chinese	kuno	1	L
15253139-n	Mandarin Chinese	kuno	1	L
00669138-s	Portuguese, Spanish	kuno	2	None
01638438-a	Portuguese	kuno	1	L
01729566-s	Portuguese, Spanish	kuno	2	None
01536911-a	Spanish	kuno	1	None
01639446-s	Spanish, Thai	kuno	2	None
01640261-s	Spanish	kuno	1	None
01730745-s	Spanish	kuno	1	None
07502669-n	Finnish, English	antipati	2	O
05811466-n	Finnish, English	antipati	2	L
07501545-n	Greek, Polish, Japanese	antipati	3	None
04658106-n	Japanese	antipati	1	None
07503987-n	Japanese	antipati	1	None
07547805-n	Japanese	antipati	1	None
02371718-a	Portuguese, Finnish, English	simetris	3	None
00894029-s	Portuguese, Finnish, English	simetris	3	None
05064827-n	Slovene, Polish, Finnish, Portuguese, English	simetri	5	O
13898315-n	Portuguese, English, Slovene	simetri	3	O
04917439-n	Slovene, English	simetri	2	Y
05076827-n	Finnish	simetri	1	None
13446197-n	Finnish	simetri	1	None
13897996-n	Finnish, Thai	simetri	2	None
14002279-n	Finnish	simetri	1	None
03118539-n	Thai	simetri	1	None
09925953-n	English	waskita	1	None
02109012-s	Finnish, English	waskita	2	None
01882474-s	Finnish, English	waskita	2	None
02158646-s	Portuguese	waskita	1	None
10576071-n	Spanish	waskita	1	None
13149506-n	English	lada	1	O
12900462-n	Polish, Finnish, English	lada	3	L
07815588-n	English	lada	1	O
07720442-n	Portuguese, Polish, Finnish, English	lada	4	L
02196081-v	English	lada	1	L
01121320-v	English	lada	1	L
07720615-n	Portuguese, Finnish	lada	2	None
07720875-n	Finnish, Thai	lada	2	None
07721195-n	Finnish	lada	1	None
12901264-n	Portuguese, Mandarin Chinese, Finnish	lada	3	None
12718074-n	Greek	lada	1	None
07824702-n	Polish	lada	1	None
07721456-n	Portuguese	lada	1	O
12900987-n	Portuguese	lada	1	None
02719588-n	Slovene, Polish, Japanese, Finnish, Portuguese, English	antidot	6	O
10024119-n	English	dalam	1	None
01038102-a	Finnish, English, Thai	dalam	3	None
02919594-a	Portuguese, English	dalam	2	None
01038808-a	Portuguese, English	dalam	2	None
02388921-s	English	dalam	1	None
01036754-s	English	dalam	1	None
01038332-s	Finnish, Thai	dalam	2	None
14857897-n	English	jung	1	None
03603594-n	Portuguese, Polish, Finnish, English	jung	4	O
02223238-v	English	jung	1	None
04066888-n	Portuguese	jung	1	None
00058743-n	English	kabur	1	None
00429440-n	English	kabur	1	None
00740712-n	English	kabur	1	None
00204199-n	English	kabur	1	None
00173283-n	English	kabur	1	None
11553419-n	English	kabur	1	None
07436661-n	English	kabur	1	None
04127633-n	English	kabur	1	None
02074677-v	Slovene, Japanese, Greek, Finnish, Portuguese, Mandarin Chinese, English	kabur	7	None
00810557-v	English	kabur	1	None
00810729-v	English	kabur	1	None
02723232-v	English	kabur	1	None
02599004-v	Slovene, Finnish, English	kabur	3	None
02075049-v	Slovene, Japanese, Finnish, Portuguese, English	kabur	5	O
00530017-v	English	kabur	1	None
01247684-v	Finnish	kabur	1	None
02009347-v	Finnish	kabur	1	None
02056300-v	Finnish	kabur	1	None
02073233-v	Finnish	kabur	1	None
02073545-v	Portuguese, Finnish, Japanese	kabur	3	None
02073714-v	Portuguese, Slovene, Finnish, Japanese	kabur	4	O
02074377-v	Portuguese, Finnish, Japanese	kabur	3	None
02075462-v	Portuguese, Slovene, Finnish, Japanese	kabur	4	O
00809654-v	Japanese	kabur	1	None
02011040-v	Japanese	kabur	1	None
02100476-v	Portuguese, Thai, Japanese	kabur	3	O
00614999-v	Portuguese	kabur	1	None
01902405-v	Slovene	kabur	1	None
02074186-v	Slovene	kabur	1	None
02350175-v	Spanish	kabur	1	None
02584097-v	Thai	kabur	1	None
02701002-n	Slovene, Polish, Japanese, Greek, Finnish, Thai, Portuguese, English	ambulans	8	Y
03333349-n	Portuguese	ambulans	1	None
02812785-n	Slovene	ambulans	1	None
03210552-n	Slovene	ambulans	1	None
03540595-n	Slovene	ambulans	1	None
04213530-n	Slovene	ambulans	1	None
09532214-n	Portuguese, English, Thai, Japanese	Siddhārtha	4	None
09532942-n	Portuguese, Polish, English	Siddhārtha	3	None
00884011-v	Slovene, Greek, Finnish, Arabic, Portuguese, English	berjanji	6	O
00884540-v	Finnish, Arabic	berjanji	2	Y
02740552-v	Slovene, Greek, Finnish, Arabic, English	berjanji	5	L
07226545-n	English	berjanji	1	X
05950733-n	English	berjanji	1	L
00884317-v	Slovene, Greek, Finnish, Portuguese, English	berjanji	5	O
00917772-v	Slovene, English	berjanji	2	X
00886759-v	Finnish	berjanji	1	O
00889555-v	Finnish	berjanji	1	O
00890590-v	Finnish	berjanji	1	Y
02299269-v	Finnish	berjanji	1	O
10126806-n	Greek, Finnish, Arabic, Japanese	leluhur	4	O
09792555-n	Spanish, Polish, Japanese, Greek, Finnish, Portuguese, Mandarin Chinese, English	leluhur	8	Y
10102369-n	Greek, Finnish, Japanese	leluhur	3	L
10102800-n	Finnish	leluhur	1	O
10102969-n	Finnish	leluhur	1	L
09813522-n	Mandarin Chinese	leluhur	1	None
02604913-a	Portuguese	leluhur	1	None
02726305-n	Slovene, Polish, Japanese, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English	apartemen	9	O
02672371-n	Finnish	apartemen	1	None
03195485-n	Finnish	apartemen	1	None
03222318-n	Finnish	apartemen	1	None
03259505-n	Finnish	apartemen	1	None
03679384-n	Portuguese, Greek	apartemen	2	None
08548733-n	Greek	apartemen	1	None
04413969-n	Japanese	apartemen	1	None
03685820-n	Mandarin Chinese	apartemen	1	None
08114861-n	Spanish	apartemen	1	None
08220714-n	Spanish	apartemen	1	None
08337324-n	Spanish	apartemen	1	None
01246926-n	English	sergapan	1	None
01138204-v	Portuguese, Finnish, English	sergapan	3	None
01142203-v	English	sergapan	1	None
01126051-v	Portuguese	sergapan	1	None
01148283-a	Portuguese, English	Selamat	2	None
01048406-s	Portuguese, English	Selamat	2	None
02565583-s	English	Selamat	1	None
01000442-s	English	Selamat	1	None
00362892-s	Portuguese	Selamat	1	None
01361414-a	Portuguese	Selamat	1	None
01367651-s	Portuguese	Selamat	1	None
00042254-r	Slovene	Selamat	1	None
06629610-n	Slovene	Selamat	1	None
10476467-n	English	pribadi	1	None
01858094-a	Spanish, Finnish, English	pribadi	3	None
01769378-s	Finnish, English	pribadi	2	None
01768086-s	Finnish, English	pribadi	2	None
00952181-s	English	pribadi	1	None
00494622-s	Finnish	pribadi	1	None
01860207-s	Spanish, Finnish	pribadi	2	None
02182862-a	Finnish	pribadi	1	None
02183421-a	Finnish	pribadi	1	None
01104026-s	Portuguese	pribadi	1	None
01859571-s	Spanish	pribadi	1	None
01859801-s	Spanish	pribadi	1	None
02281611-s	Portuguese, Polish, Finnish, English	apatis	4	None
01342949-s	Spanish, Polish, Finnish, Portuguese, English	apatis	5	None
00876465-s	Portuguese, Spanish	apatis	2	None
00545015-a	Spanish	apatis	1	None
00545484-s	Spanish	apatis	1	None
00546452-s	Spanish	apatis	1	None
00665829-s	Spanish	apatis	1	None
00755876-s	Spanish	apatis	1	None
00887472-s	Spanish	apatis	1	None
01243373-s	Spanish	apatis	1	None
01374461-s	Spanish	apatis	1	None
01560320-a	Spanish	apatis	1	None
01674604-s	Spanish	apatis	1	None
01723856-s	Spanish	apatis	1	None
01930004-s	Spanish	apatis	1	None
02460099-s	Spanish	apatis	1	None
15166191-n	Slovene, Polish, Japanese, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English	sore	9	O
06632807-n	English	sore	1	None
01901186-s	Portuguese	sore	1	None
15166462-n	Portuguese	sore	1	None
15167027-n	Portuguese	sore	1	None
15167906-n	Portuguese	sore	1	None
15268094-n	Portuguese	sore	1	None
01545571-a	Portuguese, Finnish, English, Slovene	multibahasa	4	None
01545904-s	Finnish	multibahasa	1	None
10264219-n	Greek	multibahasa	1	None
00035320-r	English	awanama	1	None
00033809-r	English	awanama	1	None
01393024-s	Portuguese	awanama	1	None
09541125-n	Portuguese	awanama	1	None
10040344-n	Portuguese	awanama	1	None
09779124-n	Portuguese, English	agnostik	2	O
09778927-n	English	agnostik	1	M
02604683-a	Polish, Finnish, English	agnostik	3	L
01305929-a	Portuguese, Finnish, English	agnostik	3	O
01306087-s	Finnish	agnostik	1	None
07496755-n	English	tersiksa	1	None
14449022-n	English	tersiksa	1	None
01794969-v	English	tersiksa	1	None
01792567-v	English	tersiksa	1	None
00078401-v	Greek	tersiksa	1	None
01785242-v	Greek	tersiksa	1	None
01794668-v	Greek, Japanese	tersiksa	2	None
02109190-v	Greek, Japanese	tersiksa	2	None
02121511-v	Greek, Japanese	tersiksa	2	None
00065070-v	Japanese	tersiksa	1	None
02110082-v	Japanese	tersiksa	1	None
02122164-v	Japanese	tersiksa	1	None
07496755-n	English	menyiksa	1	None
14449022-n	English	menyiksa	1	None
01794969-v	English	menyiksa	1	None
01792567-v	English, Japanese	menyiksa	2	None
00065070-v	Greek	menyiksa	1	None
02121511-v	Greek	menyiksa	1	None
02122164-v	Greek	menyiksa	1	None
00064889-v	Japanese	menyiksa	1	None
01120759-v	Japanese	menyiksa	1	None
01765908-v	Japanese	menyiksa	1	None
01789514-v	Japanese	menyiksa	1	None
01797730-v	Portuguese	menyiksa	1	None
00071178-v	Thai	menyiksa	1	O
00259927-v	Thai	menyiksa	1	None
01802689-v	Thai	menyiksa	1	O
06726158-n	Portuguese, Finnish, English	pengumuman	3	O
06746580-n	Portuguese, Greek, Finnish, English	pengumuman	4	O
01187463-n	Finnish	pengumuman	1	None
06793231-n	Portuguese, Finnish	pengumuman	2	None
06793426-n	Portuguese, Finnish	pengumuman	2	L
07212424-n	Portuguese, Finnish	pengumuman	2	None
07248801-n	Portuguese, Finnish	pengumuman	2	Y
06747670-n	Portuguese	pengumuman	1	X
07247071-n	Portuguese	pengumuman	1	X
07250034-n	Portuguese	pengumuman	1	None
02342608-s	Spanish, English	brilian	2	None
01335156-s	Spanish, Polish, Finnish, Portuguese, English	brilian	5	None
01285376-s	Spanish, English	brilian	2	None
00402855-s	Portuguese, Spanish, English	brilian	3	None
00281173-s	Spanish, English	brilian	2	None
02009688-s	English	brilian	1	None
01121507-s	Finnish	brilian	1	None
02178116-s	Finnish	brilian	1	None
00278551-a	Portuguese, Spanish	brilian	2	None
00279332-s	Portuguese	brilian	1	None
02343110-s	Portuguese	brilian	1	None
00279618-s	Spanish	brilian	1	None
00281657-s	Spanish	brilian	1	None
00282675-s	Spanish	brilian	1	None
00805810-s	Spanish	brilian	1	None
01677957-s	Spanish	brilian	1	None
01812237-s	Spanish	brilian	1	None
13372123-n	Spanish	brilian	1	None
02342608-s	English	berlian	1	None
01335156-s	Portuguese, English	berlian	2	None
01285376-s	English	berlian	1	None
00402855-s	Portuguese, English	berlian	2	None
00281173-s	English	berlian	1	None
02009688-s	English	berlian	1	None
00278551-a	Portuguese	berlian	1	None
00279332-s	Portuguese	berlian	1	None
02343110-s	Portuguese	berlian	1	None
13926168-n	English	ceruk	1	L
13872421-n	Slovene, Japanese, Finnish, Portuguese, English	ceruk	5	O
04061969-n	Slovene, Japanese, Finnish, Portuguese, English	ceruk	5	O
13924336-n	English	ceruk	1	L
02696048-n	Portuguese, Slovene	ceruk	2	L
00567860-s	English	terlepas	1	None
02110161-s	English	terlepas	1	None
00181075-r	Finnish, English	terlepas	2	None
00180756-r	English	terlepas	1	None
00234389-r	English	terlepas	1	None
00234201-r	Finnish, English	terlepas	2	None
00181253-r	English	terlepas	1	None
00180944-r	English	terlepas	1	None
00122816-r	Finnish	terlepas	1	None
